title,company,salary_updated,environment,location_updated,salary_min,salary_max
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,,0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote,166400,187200
Pricing Actuary Predictive Modeler - REMOTE,DW Simpson,178000 ,Remote,"New York, NY",178000,178000
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote,166400,187200
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC",90000,150000
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote,100000,130000
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Scientist,Pinterest,,Remote,Remote,0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA",64500,93600
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT",0,0
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA",140000,180000
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC",157000,157000
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA",148000,185000
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC",124000,165000
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote,124800,135200
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist,Wiliot,Full-time,Remote,Remote,0,0
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote,0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Principal Statistical Programming – Global Pharma,Warman O'Brien,120000 - 160000 ,In-Person,"Miami, FL",120000,160000
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT",0,0
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA",140000,180000
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC",157000,157000
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA",148000,185000
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC",124000,165000
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote,124800,135200
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Principal Statistical Programmer,Penfield Search Partners,Full-time,Hybrid,"Florham Park, NJ",0,0
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote,0,0
Data Scientist,Wiliot,Full-time,Remote,Remote,0,0
Sr Data Scientist,"Marriott International, Inc",117666 - 217498 ,In-Person,"Bethesda, MD 
",117666,217498
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,BOEING,113900 - 154100 ,In-Person,"Mesa, AZ",113900,154100
Data Scientist,US Joint Services and Activities Supported by the...,112015 - 145617 ,In-Person,"Arlington, VA",112015,145617
MATHEMATICIAN,Empire Technological Group Ltd,,In-Person,United States,0,0
"Senior Data Scientist, Machine Learning (NLP)",Discord,Full-time,Hybrid,"San Francisco, CA",0,0
"Data Scientist, Media Lab",Google,Full-time,In-Person,"New York, NY 
",0,0
Data Scientist 1,USmax Corporation,,Remote,Remote,0,0
Senior Data Scientist,Extend,120000 - 140000 ,Remote,Remote,120000,140000
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Data Scientist,Amivero,Full-time,Remote,Remote,0,0
Data Scientist II,TrueML,124000 - 149000 ,Remote,Remote,124000,149000
Data Scientist III,Uber Freight,171067 ,In-Person,"San Francisco, CA",171067,171067
Sr. Lead - Machine Learning Engineer,Capital One,Full-time,Hybrid,"New York, NY",0,0
Data Scientist - Payment Accuracy,CVS Health,70000 - 140000 ,Hybrid,New York State,70000,140000
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA",135000,165000
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY",200000,250000
Data Scientist,Pinterest,,Remote,Remote,0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN",0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT",0,0
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA",140000,180000
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
"Director, Product Management - Machine Learning Experience",Capital One,Full-time,Hybrid,"Chicago, IL",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN",0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT",0,0
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA",140000,180000
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC",157000,157000
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA",148000,185000
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC",124000,165000
"Sr Data Analyst, AMERICAS",Smart AdServer,95000 - 115000 ,Temporarily Remote,"Manhattan, NY",95000,115000
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote,124800,135200
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA",140000,180000
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC",157000,157000
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA",148000,185000
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC",124000,165000
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote,124800,135200
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist,Wiliot,Full-time,Remote,Remote,0,0
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote,0,0
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
"Senior Systems/Data Analyst (PL/SQL, Financial Services, SWIFT, Corporate Actions)",Fidelity Investments,,In-Person,"Boston, MA",0,0
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO",69900,104900
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN",0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT",0,0
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA",140000,180000
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC",157000,157000
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA",148000,185000
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC",124000,165000
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote,124800,135200
Senior Statistical Programmer,Talentech Consulting LLC,59705 - 120730 ,Remote,Remote,59705,120730
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC",157000,157000
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA",148000,185000
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC",124000,165000
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote,124800,135200
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist,Wiliot,Full-time,Remote,Remote,0,0
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote,0,0
Data Scientist,"Wurl, LLC",,Remote,Remote,0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO",69900,104900
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Lead Data Scientist,Disney Media & Entertainment Distribution,149240 - 200200 ,In-Person,"Santa Monica, CA",149240,200200
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO",0,0
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN",0,0
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote,0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT",0,0
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA",140000,180000
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA",0,0
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA",170000,170000
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC",157000,157000
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA",148000,185000
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC",124000,165000
Director Statistical Programming,Penfield Search Partners,Full-time,In-Person,"Cambridge, MA",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote,124800,135200
